,Corticotrophs,Gonadotrophs,Lactotrophs,Melanotrophs,Somatotrophs,Stem_cells,Thyrotrophs
4930551O13Rik,0.0,0.42394603105059503,0.10487010900730165,0.005952856953186682,0.22292362201463026,0.0,0.07593736142882149
4930553E22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930553J12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930553M12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930554C24Rik,0.0,0.0,0.2434818197275726,0.0,0.07458067952739478,0.0,0.0
4930554G24Rik,0.08243143220846107,0.18385084128780466,0.21355638858662532,0.20098934356878645,0.22292362201463026,0.13033478224836842,0.0
4930554H23Rik,0.0,0.0,0.12989568690378572,0.030642066021612575,0.12086439771474136,0.0,0.0
4930554I06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930555A03Rik,0.1414321645509062,0.12161547295119171,0.4914816451647008,0.11651290388489675,0.6069199490609943,0.0,0.36847294647098683
4930555B11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930555B12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930555F03Rik,1.3043334054715805,1.1158701639137503,0.7647084732276962,1.6393968207404235,1.042234227846597,0.48009253922668976,0.5418633346637232
4930555G07Rik,0.27436336230346436,0.5660478324085033,0.2337577066649707,0.5194603336085454,0.11383650306883156,0.0,0.0
4930555G21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930555M17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930556C24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930556G01Rik,0.0,0.0,0.14712553409319878,0.0,0.10910592264649317,0.0,0.0
4930556G22Rik,0.0,0.0,0.18462516550341404,0.0,0.13503836180946754,0.0,0.0
4930556I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930556J02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930556J24Rik,0.5427092932254043,0.5933112264406124,0.5931614627231946,0.5703764746035452,0.5729268956678973,0.5748467552652116,0.6918126132980358
4930556L07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930556M19Rik,0.0,0.22122593421668155,0.11978744443396121,0.0,0.23764001025345363,0.931010211374554,0.0
4930556N09Rik,0.0,0.6366257020242261,0.0,0.0,0.0,0.0,0.0
4930556N13Rik,0.5496826779988923,0.6419022539362759,0.47513735963351694,0.5601179116373215,0.42966049141316404,0.6456589554855067,0.5682217741018387
4930557F08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930557F10Rik,0.0,0.0,0.021678970955577973,0.0,0.03819428200451683,0.0,0.0
4930557J02Rik,0.0,0.0,0.17060668885354832,0.09053564672340891,0.1697800125072795,0.24339584541736375,0.0
4930557K07Rik,0.8401190941900218,0.8974102513691732,0.919151649044325,0.8942337821886369,0.8973534407737479,0.8523386732200073,0.9678830281080057
4930558J18Rik,0.0,0.0,0.008540421112641267,0.0,0.04263002039588173,0.0,0.0
4930558J22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930558K02Rik,0.6427723371319437,0.5579949505113697,0.29886116835266896,0.5308093946311087,0.6317281857796554,0.3488965135624772,0.31855704832736526
4930558N01Rik,1.3171693382178415,1.1847817601365875,1.2564928137633828,1.2773210330693947,1.3040598900347176,0.9403059567902483,1.1606543438084616
4930559C10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930562A09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930562C15Rik,0.23075856512200268,0.264425501611558,0.2953088891982537,0.29763762067171273,0.321689472291864,0.644829618346244,0.11552855723068534
4930562D21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930562F07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930562F17Rik,0.0,0.0,0.0,0.0,0.3028360558246411,0.0,0.0
4930563E18Rik,0.0,0.12112116612215572,0.15942097868842336,0.08604530030659847,0.17982074949703686,0.0,0.0
4930563E22Rik,0.8487910274946022,0.7770874454869432,0.7421193331639396,0.8942337821886369,0.79521755148114,0.505947898806197,0.6737856812371812
4930563F08Rik,0.36613268034439095,0.08687202925477347,0.29886116835266896,0.37355361078463556,0.3513461306046652,0.21088752812591183,0.2280991254407696
4930563H07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930563I02Rik,0.0,0.0,0.09306171308524037,0.100907569325166,0.027322546948264387,0.0,0.0
4930563J15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930563M21Rik,0.13659784788582152,0.12689691551865606,0.20846505940700943,0.367725886030289,0.2498283816539677,0.21365784861381742,0.14064984805917397
4930563N14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930564D02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930565D16Rik,0.0,0.0,0.07044620417910148,0.0,0.04890824675184405,0.0,0.0
4930565N06Rik,0.5449969652767722,0.5856073126712422,0.6082353384319642,0.5776529020209984,0.6423054268549047,0.3296810184910799,0.6895001236185796
4930566F21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930567H12Rik,0.06319000866648383,0.3042014901331763,0.6301901967861718,0.14201357879869989,0.8903869131221117,0.12594431265163097,0.9688138198855953
4930567H17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930567J20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930567K12Rik,0.21603154793478327,0.2000116438366515,0.5263329363962318,0.5043542847953882,0.2808238649393789,0.0,0.5714715299105528
4930567K20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930568A12Rik,0.0,0.0,0.13019967843681254,0.0,0.12747897334475639,0.0,0.0
4930568A13Rik,0.0,0.0,0.0,0.0,0.01843718754765461,0.0,0.0
4930568D16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930568E12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930568G15Rik,0.4335786012307131,0.31287819341971734,0.39463209812038275,0.378525304689215,0.3561271770355983,0.0,0.4887516179937107
4930570B17Rik,1.0131398278621766,0.7783160722769191,1.0839513880656033,0.9218153690066169,0.8031212704682875,0.5132193965095324,0.8525110938017431
4930570D08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930570E03Rik,0.0,0.0,0.0,0.0,0.045117327732541936,0.0,0.0
4930570G19Rik,1.5600968527051478,1.3445935675473026,1.5211614643697648,1.694157282193601,1.5537425692508389,0.9716245133882322,1.4706162564931207
4930570N18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930571K23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930571N24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930572G02Rik,0.0,0.0,0.021473592434867225,0.0,0.053440648773870156,0.0,0.0
4930572K03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930573C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930573H18Rik,0.0,0.0,0.029987749895175643,0.0,0.04516934545365257,0.0,0.0
4930573I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930578E11Rik,0.0,0.05363663299944158,0.18425639038595762,0.08604530030659847,0.1262091845285513,0.0,0.0
4930578G10Rik,0.6480143697107419,0.7851402863189227,0.5734682334038694,0.5617137352757404,0.7468675341145916,1.0704741303589755,0.5731073324735281
4930578I06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930578M01Rik,1.6440509464657498,1.1293504669088457,1.47896059093027,1.6900270430932358,1.3959360543234138,1.8263122013986473,1.2455141284503637
4930578M07Rik,0.24839264727011917,0.15430399688065732,0.2201884298311434,0.07629589943325131,0.3109167997025646,0.0,0.026352869922159655
4930578N18Rik,0.0,0.0,0.0,0.5216722813821147,0.008408776836671898,0.0,0.0
4930579C12Rik,0.29815177165255796,0.0709939964933169,0.17425664239882355,0.07764373740601674,0.1575961465068673,0.0,0.0
4930579D07Rik,0.0,0.0,0.15198154714377254,0.0,0.14056503068133816,0.0,0.0
4930579D09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930579F01Rik,0.0,0.0,0.028252130590165903,0.0,0.014606142016191183,0.0,0.0
4930579G18Rik,0.2783550686700147,0.4036511599124124,0.4800348890521703,0.5479726382454209,0.4868010343542221,0.3232706973914381,0.4699185314117593
4930579G24Rik,0.38011339817618917,0.26484522333893507,0.6315065973369909,0.3076379695952773,0.34943072409089404,0.37212434166075326,0.291103566196126
4930579H20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930579J19Rik,0.0,0.0,0.0,0.0,0.0,0.004265181753346297,0.0
4930579K19Rik,1.319668861866004,1.2308472893189522,1.2519747731299817,1.2371859990286245,1.3357942878569866,0.889014374457791,1.1442186195199908
4930579M01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930579O11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930579P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930580E04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930581F22Rik,1.718965837189083,1.8055707724828172,1.6442976342270164,1.7369594365971552,1.2673833850353793,1.6063243216968799,1.453828628168242
4930583I09Rik,0.0,0.0,0.0,0.0,0.08582113182735884,0.0,0.0
4930583K01Rik,0.0,0.0,0.0999172958447551,0.0,0.08800070951709242,0.0,0.0
4930583P06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930584F24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930586N03Rik,0.5103857378355943,0.527390904963174,0.5674864501378065,0.540870558608732,0.49772207436465016,0.5113865800826352,0.6811579645895578
4930587A21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930587E11Rik,0.10224389119346577,0.3150220933090522,0.14753725856479546,0.0,0.06863728866490029,0.0,0.5532206880339449
4930588A03Rik,0.0,0.0,0.40118581908449064,0.07372929869287194,0.6211094496172602,0.0,0.29541402692770063
4930588G17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930588J15Rik,0.0,0.0,0.538616198875673,0.0,0.14687810537653198,0.0,0.2087300821914373
4930588K23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930589L23Rik,0.0,0.0,0.04587329985046471,0.0,0.05101829931813287,0.0,0.0
4930589P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930590J08Rik,0.40928739484128585,0.6698503254136607,0.4921347479545298,0.558089528464688,0.5110908972884385,0.48787115801328934,0.9623352372497931
4930590L14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930590L20Rik,0.13923310638311945,0.26049238672874875,0.2343483465415836,0.32130502799365973,0.3356991542372556,0.09842744483355864,0.31623994801851163
4930591A17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930591E09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930592A05Rik,0.3847712723244204,0.6014887950207704,0.60666071383246,0.4937099015369564,0.5493205793068272,0.38460933883055015,0.6781833269506892
4930592C13Rik,0.19973406721643364,0.15412378560541112,0.15694099335260306,0.18172997406231217,0.13182702133380853,0.05325108583206192,0.0
4930592I03Rik,0.0,0.0,0.1345885752107807,0.0,0.21388817033643573,0.0,0.0
4930593A02Rik,1.1564953992760394,1.3407367891992088,1.1847695401531488,0.8229154822992247,1.0597408641058037,0.7432466789653773,1.1533429580981291
4930593C16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930594A02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930594M17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930594M22Rik,1.0613841439643552,1.0663952193682626,0.9596539948045798,1.1778064419487557,1.05771420484732,1.0381937624523498,1.0918110342669824
4930594O21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930595D18Rik,0.4820045379588309,0.6232708690940887,0.533981342284823,0.5492310534650029,0.45225425548367837,0.3834359573626223,0.6385687857265465
4930595L18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930596D02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930596I21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930597A21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930597G03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930597O21Rik,0.0,0.0,0.07633298901093906,0.0,0.17195082233392311,0.15427372041303739,0.0
4930598F16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930598N05Rik,0.5382215156015298,0.36096255002044386,0.9520184838692196,0.8948056994894814,0.9884977598601634,0.2250202280123546,1.0239142735743192
4930599A14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930599N23Rik,1.230334231341737,1.106126110413649,1.0551120088981685,1.23340815225071,1.1888179003405748,1.2718514479884724,1.1229977792508625
4931400O07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4931403E22Rik,0.8043702292999287,0.8600472501461983,1.1570456943905303,0.8939532047381621,1.0758733307237212,0.9996994728563519,1.116851658226885
4931406C07Rik,1.4468277346009815,1.4752603684143129,1.4827484361834946,1.3978151819510705,1.4817799811736236,1.6339066395002744,1.4249484767681517
4931406G06Rik,0.6266895112368083,0.5316910919261209,0.5273496467000004,0.6589160206710811,0.6248760566935851,0.2113020637443153,0.2642838382627566
4931407E12Rik,0.0,0.0,0.14753725856479546,0.0,0.1256108435459714,0.0,0.0
4931408D14Rik,0.20749774399107881,0.42617649882541186,0.33783937287812266,0.367647662334725,0.305624477944252,0.16269041003900292,0.23645941168643292
4931413I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4931413K12Rik,0.14608011506823418,0.22837445533330542,0.26656457319269755,0.2456746209362517,0.2756007969562926,0.06959390285321598,0.32958795996096013
4931414P19Rik,1.014552368362163,1.0412786661904767,1.075106345107713,1.10772396617424,1.0705952584426168,1.2148249412098493,0.9474073199261228
4931415C17Rik,0.7493688979663089,0.7825527772554386,0.5866492266979981,0.8557981455171908,0.7769661712148108,0.26575634024852873,0.6568117682774774
4931419H13Rik,0.0,0.0,0.0,0.0,0.03807197237888798,0.0,0.0
4931420L22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4931422A03Rik,0.0,0.14975501180106568,0.3663139347297534,0.16392749352555588,0.17754421141560542,0.06505547500218728,0.027461848346195212
4931429L15Rik,0.054123871925917146,0.0,0.1374921997947795,0.24284218318040696,0.11108110554566789,0.0,0.0
4931429P17Rik,0.0,0.0,0.07299552813918869,0.0,0.08248567077766228,0.07985551009753183,0.0
4931431B13Rik,0.0,0.0,0.0,0.0,0.015713529319654737,0.0,0.0
4931431C16Rik,0.0,0.0,0.06326541371003869,0.0,0.08689047428991427,0.0,0.0
4931439C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932411K12Rik,0.058407078443026825,0.0,0.2031594118283228,0.15362141986845151,0.23435448894834623,0.6390641351543871,0.11164434585985411
4932412D23Rik,0.8118647791716401,0.6026877594379723,0.47735204259238107,0.6384549593005424,0.5035913123363871,0.5064668676384299,0.41488561309519006
4932413F04Rik,0.0,0.0,0.0,0.0,0.051645012037042394,0.0,0.0
4932414J04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932414N04Rik,0.15168498088020735,0.25896090206757094,0.2568231809292187,0.25268300985965786,0.2588598061563141,0.150720272977511,0.12747108597630644
4932416K20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932435O22Rik,0.0818591707835275,0.0,0.0,0.05266819229804492,0.1477649982161968,0.3891663933981444,0.0
4932441J04Rik,0.28534658963634785,0.770870457054153,0.4052676504285644,0.40336867273369126,0.3161435490798412,0.7796295407010968,0.3766013857948851
4932443L11Rik,0.9144860664776602,0.8666728119174911,0.8368455529945064,0.9541269303726249,0.8899901551189613,0.6233880946916995,1.0877908537174186
4932702P03Rik,0.118342888637236,0.14643711343478966,0.16858003913669778,0.33995997325201877,0.1512404425005525,0.0,0.18763280650743874
4933400B14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933400C23Rik,0.0,0.0,0.03617345657581313,0.0,0.011998472507139904,0.0,0.0
4933400F21Rik,0.6106323975990663,0.7155843138762553,0.7055419321511467,0.6945646133088161,0.8031212704682875,0.5404992915458275,0.7606696724162594
4933400L20Rik,0.0,0.0,0.05531970410627713,0.0,0.11088584723240363,0.0,0.0
4933401D09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933401H06Rik,0.0,0.0,0.039079751552386806,0.0,0.046266115790768086,0.0,0.0
4933401L05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933402C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933402C06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933402D24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933402J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933402J10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933402J15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933402N03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933403J19Rik,0.23622353225340206,0.07649145948096665,0.09876698784873437,0.1463723352426827,0.31102805093078834,0.0,0.14693921651525868
4933404G15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933404I11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933404K08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933404K13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933404O12Rik,0.8473252263047087,0.8013008749402213,0.909501455904353,0.8557981455171908,0.7552189561603148,0.5673297482576989,0.7149730135081396
4933405D12Rik,0.7391541681698827,0.7293066822221079,0.6816053667723698,0.7997825007168338,0.5713869541863629,0.5661755969317681,0.569922459823899
4933405E24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933405L10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933405O20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933406B15Rik,0.0,0.0,0.0,0.0,0.27568896554620476,0.0,0.0
4933406B17Rik,0.0,0.17768176084520873,1.2549073934143342,0.08965271092673897,0.399015059911175,0.20006546480276746,0.09322796063758146
4933406C10Rik,0.9555777669809667,0.9779662072828774,1.0427741766576533,1.0488271504520685,1.2412629991440145,0.7854933424034417,1.0658595967936766
4933406D12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933406F09Rik,0.14347255728591338,1.10121002112407,0.5516879563927527,0.6389365232308061,0.49772207436465016,0.4110423332619265,0.2642838382627566
4933406I18Rik,1.7507702754844323,1.3445246677084723,2.068487148518289,1.7052294232628562,2.2174111401177163,1.2860534082307051,2.06351835716598
4933406J09Rik,0.0,0.0,0.04869409566373002,0.0,0.03755585283852424,0.06501173286592804,0.0
4933406J10Rik,0.0,0.0,0.05713043941095119,0.0,0.14654530743720975,0.0,0.0
4933406K04Rik,0.0,0.0,0.0,0.0,0.011998472507139904,0.0,0.0
4933406P04Rik,0.6915636468776238,0.5533513238562227,0.521936741027279,0.5115829783699114,0.5809624601058893,0.37973726809936065,0.5433242597868015
4933407E24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933407I05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933407I08Rik,0.0,0.0,0.0,0.0,0.17265994711709232,0.0,0.3879003587122494
4933407K13Rik,1.0393893327118378,1.2505520274917155,1.222790494322369,1.236943999238428,1.196137270668116,1.2238068994478053,1.0996951291478967
4933407L21Rik,0.056960995239561496,0.19093778646793266,0.5053801042498977,0.8314333065874809,0.49730197796780484,0.9046372069054591,0.11363079978953304
4933408A14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933408J17Rik,0.0,0.0,0.09578563963225228,0.18613220661117139,0.09392993840625384,0.0,0.0
4933408N05Rik,0.0,0.2787525074870106,0.12063058748149313,0.0,0.048422640945234456,0.0,0.0
4933409D19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933409F18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933409G03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933411E02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933411E06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933411E08Rik,0.0,0.0,0.0,0.0,0.04891784737200923,0.0,0.0
4933411G06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933411K16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933411O13Rik,0.14556004053020818,0.15788338796784934,0.0,0.0,0.0,0.0,0.39124477150210246
4933412E12Rik,1.0385783275668292,0.9745798864804988,0.9713453806493489,0.9339294568528644,1.2136417611016024,0.793359662771079,0.9484372753073601
4933412E24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933412O06Rik,0.1787204570004799,0.0,0.01672206847505004,0.07095867899263558,0.023723437744878548,0.0,0.0
4933413C19Rik,0.0,0.0,0.0,0.0,0.1000412549624754,0.0,0.0
4933413L06Rik,0.4311077916415609,0.24419266467890438,0.03985381513069461,0.2017317196520276,0.08822645659066042,0.0,0.796368893187049
4933414I15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933415A04Rik,0.0,0.0,0.0,0.0,0.0,0.07915737318380735,0.0
4933416E03Rik,0.0,0.0,0.0,0.0,0.027013716719872728,0.0,0.0
4933416I08Rik,0.23991645772264764,0.15467601462460093,0.3349740265297671,0.20594984046889397,0.3433661573912033,0.08238650080803503,0.291103566196126
4933416M07Rik,0.0,0.16591180163651292,0.027781044370381352,0.0,0.05970616071344071,0.1882240923182144,0.0
4933416O17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933417D19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933417E11Rik,0.0,0.0,0.0586608384721503,0.0,0.04070660131157284,0.0,0.0
4933417O13Rik,0.0,0.6005507913292765,0.035744596675933105,0.059868628966205165,0.03471412005960579,0.10251430176828923,0.0
4933421A08Rik,0.0,0.0,0.14659928531549984,0.0,0.12996653472635022,0.0,0.0
4933421D24Rik,0.13659784788582152,0.0,0.0414965083282317,0.0,0.1488328787665929,0.0,0.0
4933421I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933422A05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933424G05Rik,0.3644171972814977,0.6272314324740185,0.5481528322226226,0.622112679123385,0.44084298404662553,0.9059964775783499,0.5620847280586427
4933424G06Rik,1.020866671464249,0.5408243064170113,0.6920981474044015,1.0013969052698972,0.49674973135574196,0.23578965267598095,0.5018397036420085
4933424H11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933424L21Rik,0.3027342243301537,0.19980871918228674,0.148460736559337,0.1558630579109783,0.3166726248458479,0.06642023400425502,0.2541837310636585
4933424M12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933425B07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933425D22Rik,0.2289684543945302,0.42546968014742986,0.43269262596353764,0.20550303672931483,0.4625448480034096,0.0,0.22052628557675624
4933426B08Rik,0.38011339817618917,0.3275759974390972,0.3602264919061538,0.37002753067807387,0.30585828294063766,0.3143642973264582,0.3075552301049962
4933426K07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933427D06Rik,0.25139519532395416,0.24076275715913661,0.25991861452342613,0.23821308586242473,0.3140060247825316,0.24761796396137759,0.32103688971432515
4933427D14Rik,0.3043634426695084,0.4983340906948262,0.521936741027279,0.4569135578494989,0.48792434008111923,0.49158999522140123,0.45610277306175917
4933427E11Rik,0.0,0.0,0.13289819230340302,0.0,0.10509222632243892,0.0,0.0
4933427E13Rik,0.0,0.0,0.3813956733778865,0.0,0.07458067952739478,0.0,0.0
4933427G23Rik,0.665814732606549,0.6511007161854432,0.8315337327036141,0.7546186200468704,0.8226465994894968,0.5981907046252279,0.7524797521174138
4933427I04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933427I22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933427J07Rik,0.0,0.0,0.09576204584853519,0.0859299097229023,0.09880986138721796,0.0,0.0
4933428C19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933428G20Rik,0.08650208591875795,0.0,0.2554454808056194,0.2703230448604279,0.20145613012118888,0.0,0.08901544879873166
4933428M09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933428P19Rik,0.0,0.0,0.04891627837658354,0.0,0.05270580220409154,0.0,0.0
4933429H19Rik,0.5967868412483474,0.3134394102075615,0.31148891151800745,0.4108327896189338,0.36117732306804606,0.27025233041047736,0.0
4933429O19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430A20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430H16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430I17Rik,0.22809072576208766,0.23803016424638646,0.25412532698203594,0.28203899390552023,0.3064498245610646,0.15589815907780644,0.4612368945190536
4933430L12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933430M04Rik,0.0,0.0,0.025925622077478963,0.0,0.026680828080457172,0.0,1.1555991493890856
4933430N04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933431E20Rik,0.6281585613350824,0.8192105273841072,0.7873957357380537,0.8127148260927545,0.6933940957702004,0.8644981689934458,0.7111680544554925
4933431G14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933431J24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933431K23Rik,0.5488223160821066,0.6465966569588453,0.5390474286768541,0.6851055770199193,0.7341485633464915,0.6121319614394831,0.5005292938700721
4933431M02Rik,0.0,0.0,0.0,0.0,0.11252024533577548,0.0,0.0
4933432G23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933432I03Rik,0.0,0.0,0.0,0.0,0.009836174226542092,0.0,0.0
4933432I09Rik,0.0,0.0,0.02593003441421087,0.0,0.06314036927556264,0.0,0.0
4933432K03Rik,0.0,0.0,0.05531970410627713,0.29311124139154,0.09158521898113205,0.34450640349442607,0.0
4933433F19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933433G15Rik,0.9800940649336334,0.5974349249370474,0.7575286817755418,0.8348691223412557,0.8466188564922886,0.6438947281424452,0.5941604200325334
4933433G19Rik,0.5113226104988484,0.39160613524639,0.3915779549190923,0.4722569889391559,0.40723751119894996,0.47810720068085283,0.5020018856851914
4933433H22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933433N18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933434E20Rik,1.5467386910934333,1.4429443730377631,1.5147133276033249,1.4581247621266407,1.5181537100665972,1.5188352982412607,1.4760605048519482
4933434M16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933434P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933435E02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933435F18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933435G04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436E23Rik,0.0,0.0,0.032824071881960064,0.0,0.0,0.0,0.0
4933436H12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436I01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436I20Rik,0.14148362195430442,0.3052568034629201,0.33678977671083327,0.21225245043720442,0.48939327800030563,0.20325744317834132,0.38950878118286425
